itemno;title;description;abe-title;abe-description
220000-19;bracelet, 6x2mm snake chain gold-plated;This is a beautiful and sophisticated flat snake chain bracelet (6 x 2 mm) which is gold plated.;Armband, 6x2mm Schlange flach, AMD;Schlangenarmband ca. 6x2mm, sehr weich und biegsam
220000-21;bracelet, 6x2mm snake chain gold-plated;This is a beautiful and sophisticated flat snake chain bracelet (6 x 2 mm) which is gold plated.;Armband, 6x2mm Schlange flach, AMD;Schlangenarmband ca. 6x2mm, sehr weich und biegsam
220000-45;necklace, 6x2mm snake chain gold-plated;This is a beautiful and sophisticated flat snake chain necklace (6 x 2 mm) which is gold plated. It would match nicely with one of our wonderful pendants.;Kette, 6x2mm Schlange flach, AMD;Schlangenkette ca. 6x2mm, sehr weich und biegsam
220000-50;necklace, 6x2mm snake chain gold-plated;This is a beautiful and sophisticated flat snake chain necklace (6 x 2 mm) which is gold plated. It would match nicely with one of our wonderful pendants.;Kette, 6x2mm Schlange flach, AMD;Schlangenkette ca. 6x2mm, sehr weich und biegsam
220002-19;bracelet, 4x2mm snake chain gold-plated;This is a beautiful and sophisticated flat snake chain bracelet (4 x 2 mm) which is gold plated.;Armband, 4x2mm Schlange flach, AMD;Schlangenarmband ca. 4x2mm, sehr weich und biegsam
220002-42;necklace, 4x2mm snake chain gold-plated;This is a beautiful and sophisticated flat snake chain necklace (4 x 2 mm) which is gold plated. It would match nicely with one of our wonderful pendants.;Kette, 4x2mm Schlange flach, AMD;Schlangenkette ca. 4x2mm, sehr weich und biegsam
220002-45;necklace, 4x2mm snake chain gold-plated;This is a beautiful and sophisticated flat snake chain necklace (4 x 2 mm) which is gold plated. It would match nicely with one of our wonderful pendants.;Kette, 4x2mm Schlange flach, AMD;Schlangenkette ca. 4x2mm, sehr weich und biegsam
221000-19;Bracelet, Snake Chain, Tubes, Gold Plated;This is a beautiful and elegant snake chain bracelet with an alternate design of tube elements. The gold plating is done sophisticatedly and provides therefore longlasting and high quality features to the bracelet.;Armband, 1mm Schlange-Vierkant, AMD;mit festen Zwischenteilen im Abstand von etwa 10mm
221000-42;Necklace, Snake Chain, Tubes, Gold Plated;This is a beautiful and elegant snake chain with an alternate design of tube elements. The gold plating is done sophisticatedly and provides therefore longlasting and high quality features to the necklace.;Kette, 1mm Schlange-Vierkant, AMD;mit festen Zwischenteilen im Abstand von etwa 10mm
221000-45;Necklace, Snake Chain, Tubes, Gold Plated;This is a beautiful and elegant snake chain with an alternate design of tube elements. The gold plating is done sophisticatedly and provides therefore longlasting and high quality features to the necklace.;Kette, 1mm Schlange-Vierkant, AMD;mit festen Zwischenteilen im Abstand von etwa 10mm
222300-27;Ankle Chain, Gold Plated (Twisted Anchor Chain);A sweet ankle chain, which is gold plated and beautifully finished with a twisted anchor chain design. It can give a nice touch to your new pair of sandals or ballerinas for the summer.;Fußkette, Ankerkettchen gedreht, AMD;3 Ösen bei 23, 25 und 27cm mit Endkugel 4mm
222600-50;;;Kette, 4, Doppel-Anker, AMD;-
224000-21;;;Armband, Kobra rund, KB , AMD;-
224000-42;;;Kette, Kobra rund, Paloma, AMD;-
224000-50;;;Kette, Kobra rund, Paloma, AMD;-
224000-55;;;Kette, Kobra rund, Paloma, AMD;-
224000-60;;;Kette, Kobra rund, Paloma, AMD;-
224000-70;;;Kette, Kobra rund, Paloma, AMD;-
224001-19;Bracelet, Round Cobra, Gold Plated;A wonderful round cobra bracelet of long-lasting and high quality. The gold plated surface will let you keep the jewellery piece for a lifetime. The bracelet fits great with all kind of fashion styles, but it will certainly always be an eyecatcher.;Armband, Kobrakette rund, Paloma, AMD;-
224001-42;;;Kette, Kobrakette rund, Paloma, AMD;-
224001-45;;;Kette, Kobrakette rund, Paloma, AMD;-
224001-50;Necklace, Round Cobra Chain, Gold Plated;A wonderful round cobra chain necklace of long-lasting and high quality. The gold plated surface will let you keep the jewellery piece for a lifetime. The necklace fits great with all kind of fashion styles, but it will certainly always be an eyecatcher.;Kette, Kobrakette rund, Paloma, AMD;-
224001-60;;;Kette, Kobrakette rund, Paloma, AMD;-
224001-70;;;Kette, Kobrakette rund, Paloma, AMD;-
224760-19;;;Armband, Ankerkette oval gedrückt, AMD;-
224760-40;;;Kette, Ankerkette oval gedrückt, AMD;-
224760-42;Necklace, Flat Anchor Chain, Gold Plated;This anchor chain got a stunning look beause of its oval and pressed design. The gold plated surface is a long lasting sophistication, which will let you have the necklace for a very long time, looking just as beautiful.;Kette, Ankerkette oval gedrückt, AMD;-
224760-45;;;Kette, Ankerkette oval gedrückt, AMD;-
225001-100;;;Kette, Erbskette, AMD;Erbskette ohne Verschluss
225002-100;;;Kette, Erbskette Meterware, AMD;Erbskette ohne Verschluss
227000-19;Bracelet, Eye-of-Tiger Chain, Gold Plated;A wonderful eye-of-the-tiger chain bracelet of long-lasting and high quality. The gold plated surface will let you keep the jewellery piece for a lifetime. The bracelet fits great with all kind of fashion styles, but it will certainly always be an eyecatcher.;Armband, Tigerauge, 2x diamantiert, AMD;-
227000-42;Eye-of-Tiger Chain, Gold Plated;A wonderful eye-of-the-tiger chain necklace of long-lasting and high quality. The gold plated surface will let you keep the jewellery piece for a lifetime. The necklace fits great with all kind of fashion styles, but it will certainly always be an eyecatcher.;Kette, Tigerauge, 2x diamantiert, AMD;-
227000-45;Eye-of-Tiger Chain, Gold Plated;A wonderful eye-of-the-tiger chain necklace of long-lasting and high quality. The gold plated surface will let you keep the jewellery piece for a lifetime. The necklace fits great with all kind of fashion styles, but it will certainly always be an eyecatcher.;Kette, Tigerauge, 2x diamantiert, AMD;-
227000-50;Eye-of-Tiger Chain, Gold Plated;A wonderful eye-of-the-tiger chain necklace of long-lasting and high quality. The gold plated surface will let you keep the jewellery piece for a lifetime. The necklace fits great with all kind of fashion styles, but it will certainly always be an eyecatcher.;Kette, Tigerauge, 2x diamantiert, AMD;-
230002-19;;;Armband, Fantasie mit Kugeln, AMD;Armband besteht aus 4 dünnen kleinen Ankerkettchen die von 4mm kugelähnlichen Zwischenteilen zusammengehalten werden. Sehr filigran.
230002-45;;;Kette, Fantasiekette mit Kugeln, AMD;Kette besteht aus 4 dünnen kleinen Ankerkettchen die von 4mm kugelähnlichen Zwischenteilen zusammengehalten werden. Sehr filigran.
230005-21;;;Armband, Fantasiekette -Euro-, AMD;mit Euro-Muster
230005-50;BRACELET, FANTASY, EURO-SIGN, GOLD-PLATED, 50CM,  NEW;;Kette, Fantasiekette -Euro-, AMD;mit Euro-Muster
230006-70;Fantasy Chain, Gold Plated;A wonderful fantasy chain necklace of long-lasting and high quality. The gold plated surface will let you keep the jewellery piece for a lifetime. The necklace fits great with all kind of fashion styles, but it will certainly always be an eyecatcher.;Kette, 7mm, Fantasiekette flach, AMD;-
230007-17;Bracelet, Fantasy Chain, Gold Plated;A wonderful fantasy chain bracelet of long-lasting and high quality. The gold plated surface will let you keep the jewellery piece for a lifetime. The bracelet fits great with all kind of fashion styles, but it will certainly always be an eyecatcher.;Armband, Fantasie, flach, AMD;-
230007-19;Bracelet, Fantasy Chain, Gold Plated;A wonderful fantasy chain bracelet of long-lasting and high quality. The gold plated surface will let you keep the jewellery piece for a lifetime. The bracelet fits great with all kind of fashion styles, but it will certainly always be an eyecatcher.;Armband, Fantasiekette flach, AMD;-
230007-21;Bracelet, Fantasy Chain, Gold Plated;A wonderful fantasy chain bracelet of long-lasting and high quality. The gold plated surface will let you keep the jewellery piece for a lifetime. The bracelet fits great with all kind of fashion styles, but it will certainly always be an eyecatcher.;Armband, Fantasiekette flach, AMD;-
230007-42;Fantasy Chain, Gold Plated;A wonderful fantasy chain necklace of long-lasting and high quality. The gold plated surface will let you keep the jewellery piece for a lifetime. The necklace fits great with all kind of fashion styles, but it will certainly always be an eyecatcher.;Kette, Fantasiekette flach, AMD;-
230007-45;Fantasy Chain, Gold Plated;A wonderful fantasy chain necklace of long-lasting and high quality. The gold plated surface will let you keep the jewellery piece for a lifetime. The necklace fits great with all kind of fashion styles, but it will certainly always be an eyecatcher.;Kette, Fantasiekette flach, AMD;-
230007-50;Fantasy Chain, Gold Plated;A wonderful fantasy chain necklace of long-lasting and high quality. The gold plated surface will let you keep the jewellery piece for a lifetime. The necklace fits great with all kind of fashion styles, but it will certainly always be an eyecatcher.;Kette, Fantasiekette flach, AMD;-
230007-55;Fantasy Chain, Gold Plated;A wonderful fantasy chain necklace of long-lasting and high quality. The gold plated surface will let you keep the jewellery piece for a lifetime. The necklace fits great with all kind of fashion styles, but it will certainly always be an eyecatcher.;Kette, Fantasiekette flach, AMD;-
230007-60;Fantasy Chain, Gold Plated;A wonderful fantasy chain necklace of long-lasting and high quality. The gold plated surface will let you keep the jewellery piece for a lifetime. The necklace fits great with all kind of fashion styles, but it will certainly always be an eyecatcher.;Kette, Fantasiekette flach, AMD;-
230008-19;bracelet, small rings, silver 925;This special bracelet is beautiful and sophisticatedly made of many small rings. Very special and chic! Silver 925;Armband mit kleinen Ringen, AMD;filigranes Armband bestehend aus hunderten von kleinen Ringen (ca. 5mm), fällt sehr weich
230015-17;Bracelet, Fantasy Chain, Gold Plated;A wonderful fantasy chain bracelet of long-lasting and high quality. The gold plated surface will let you keep the jewellery piece for a lifetime. The bracelet fits great with all kind of fashion styles, but it will certainly always be an eyecatcher.;Armband, 5mm Fantasie flach, AMD;-
230015-19;Bracelet, Fantasy Chain, Gold Plated;This is a bold bracelet with a fantasy design. The bracelet is sophisticatedly gold plated and has therefore a long lasting quality expectancy.;Armband, 5mm Fantasie flach, AMD;-
230015-42;Fantasy Chain, Gold Plated;A wonderful fantasy chain necklace of long-lasting and high quality. The gold plated surface will let you keep the jewellery piece for a lifetime. The necklace fits great with all kind of fashion styles, but it will certainly always be an eyecatcher.;Kette, 5mm Fantasiekette flach, AMD;-
230015-45;Fantasy Chain, Gold Plated;A wonderful fantasy chain necklace of long-lasting and high quality. The gold plated surface will let you keep the jewellery piece for a lifetime. The necklace fits great with all kind of fashion styles, but it will certainly always be an eyecatcher.;Kette, 5mm Fantasiekette flach, AMD;-
230015-50;fantasy chain, gold plated;This is a beautiful and sophisticated 5 mm flat fantasy chain which is gold plated. It would match nicely with one of our wonderful pendants.;Kette, 5mm Fantasiekette flach, AMD;-
230015-70;Necklace, Fantasy Chain, Gold Plated;This is a bold necklace with a fantasy design. The bracelet is sophisticatedly gold plated and has therefore a long lasting quality expectancy.;Kette, 5mm Fantasiekette flach, AMD;-
230020-19;;;Armband, Stäbchen und 3x Kugel, KB, AMD;-
230024-19;;;Armband, Fantasie, Glasperlen aqua, AMD;mit hellblauen Glasperlen in den Kettengliedern
230024-42;Necklace, Aqua Blue Beads, Gold Plated;This necklace is a very special and unique jewellery piece, as each of the chain links holds a small aqua-blue bead, which looks great in combination with the gold plated surface. The necklace is of long-lasting, high quality, which will certainly belong to your jewellery case for many years!;Kette, Fantasie, Glasperlen aqua, AMD;mit hellblauen Glasperlen in den Kettengliedern
230024-45;;;Kette, Fantasie, Glasperlen aqua, AMD;mit hellblauen Glasperlen in den Kettengliedern
230035-19;Bracelet, Red Beads, Gold Plated;This bracelet is a very special and unique jewellery piece, as the gold plated chain links are combined with some small red glass beads and little gold plated hearts (6mm). The bracelet is of long-lasting, high quality, and will therefore certainly belong to your jewellery case for many years!;Armband, Fantasie, Glasperlen rot, AMD;mit roten Glasperlen und kleinen Herzen ca. 6mm
230035-42;Necklace, Red Beads, Gold Plated;This necklace is a very special and unique jewellery piece, as the gold plated chain links are combined with some small red glass beads and little gold plated hearts (6mm). The necklace is of long-lasting, high quality, and will therefore certainly belong to your jewellery case for many years!;Kette, Fantasie, Glasperlen rot, AMD;mit roten Glasperlen und kleinen Herzen ca. 6mm
230035-45;Necklace, Red Beads, Gold Plated;This necklace is a very special and unique jewellery piece, as the gold plated chain links are combined with some small red glass beads and little gold plated hearts (6mm). The necklace is of long-lasting, high quality, and will therefore certainly belong to your jewellery case for many years!;Kette, Fantasie, Glasperlen rot, AMD;mit roten Glasperlen und kleinen Herzen ca. 6mm
230036-19;Bracelet, Aqua Blue Beads, Gold Plated;This bracelet is a very special and unique jewellery piece, as the gold plated chain links are combined with some small aqua-blue beads and little gold plated hearts (6mm). The bracelet is of long-lasting, high quality, and will therefore certainly belong to your jewellery case for many years!;Armband, Fantasie, Glasperlen blau, AMD;mit hellblauen Glasperlen und kleinen Herzen ca. 6mm
230036-42;Necklace, Aqua Blue Beads, Gold Plated;This necklace is a very special and unique jewellery piece, as the gold plated chain links are combined with some small aqua-blue beads and little gold plated hearts (6mm). The necklace is of long-lasting, high quality, and will therefore certainly belong to your jewellery case for many years!;Kette, Fantasie, Glasperlen blau, AMD;mit hellblauen Glasperlen und kleinen Herzen ca. 6mm
230036-45;Necklace, Aqua Blue Beads, Gold Plated;This necklace is a very special and unique jewellery piece, as the gold plated chain links are combined with some small aqua-blue beads and little gold plated hearts (6mm). The necklace is of long-lasting, high quality, and will therefore certainly belong to your jewellery case for many years!;Kette, Fantasie, Glasperlen blau, AMD;mit hellblauen Glasperlen und kleinen Herzen ca. 6mm
232002-21;;;Armband, Vierkant, rund glzd, KB, AMD;-
232003-19;;;Armband, Vierkant, diam, KB, AMD;diamantiert
232004-19;;;Armband, Vierkant, diam, KB, AMD;diamantiert
232006-19;Bracelet, Cubic Link Chains, Gold Plated;This bracelet has a unique design of cubic link chains. The gold plated surface is of long-lasting quality, which will quickly make this jewellery piece to your favourite on in your jewellery box.;Armband, Vierkant, diam, KB, AMD;diamantiert
233000-70;;;Kette, Weitanker mit Muster, AMD;Langanker-Kette
237000-19;Bracelet, 3mm, Byzantine Chain, Gold Plated;This is a beautiful and sophisticated squared byzantine chain bracelet (3 mm), which is sophisticatedly gold plated and has therefore a long lasting quality expectancy.;Armband, 3mm Königskette Vierkant, AMD;diamantiert 
237000-21;Bracelet, 3mm, Byzantine Chain, Gold Plated;This is a beautiful and sophisticated squared byzantine chain bracelet (3 mm), which is sophisticatedly gold plated and has therefore a long lasting quality expectancy.;Armband, 3mm Königskette Vierkant, AMD;diamantiert, Karabiner 9mm 
237000-45;Necklace, 3mm, Byzantine Chain, Gold Plated;This is a beautiful and sophisticated squared byzantine chain necklace (3 mm), which is sophisticatedly gold plated and has therefore a long lasting quality expectancy.;Kette, 3mm Königskette Vierkant, AMD;diamantiert
237000-50;Byzantine Chain, 3mm, Gold Plated;This necklace has a chic, square shaped byzantine chain design, which is timeless and will always be an eyecatching accessory. The gold plated surface is of long-lasting quality, which will quickly make this jewellery piece to your favourite on in your jewellery box.;Kette, 3mm Königskette Vierkant, AMD;diamantiert, Karabiner 6mm
237000-55;Necklace, 3mm, Byzantine Chain, Gold Plated;This is a beautiful and sophisticated squared byzantine chain necklace (3 mm), which is sophisticatedly gold plated and has therefore a long lasting quality expectancy.;Kette, 3mm Königskette Vierkant, AMD;diamantiert, Karabiner 6mm
237000-60;Necklace, 3mm, Byzantine Chain, Gold Plated;This is a beautiful and sophisticated squared byzantine chain necklace (3 mm), which is sophisticatedly gold plated and has therefore a long lasting quality expectancy.;Kette, 3mm Königskette Vierkant, AMD;diamantiert, Karabiner 6mm
237000-70;byzantine chain, 3mm, gold plated;This is a beautiful and sophisticated squared byzantine chain necklace (3 mm) which is gold plated. It would match nicely with one of our wonderful pendants.;Kette, 3mm Königskette Vierkant, AMD;diamantiert, Karabiner 6mm
237002-19;Bracelet, Byzantine Chain, Gold Plated;This is a beautiful and sophisticated squared byzantine chain bracelet, which is sophisticatedly gold plated and has therefore a long lasting quality expectancy.;Armband, 5mm Königskette Vierkant, AMD;diamantiert, Karabiner 9mm
237002-21;Bracelet, Byzantine Chain, Gold Plated;This is a beautiful and sophisticated squared byzantine chain bracelet (5 mm), which is sophisticatedly gold plated and has therefore a long lasting quality expectancy.;Armband, 5mm Königskette Vierkant, AMD;diamantiert, Karabiner 9mm
237002-45;Byzantine Chain, Gold Plated;This necklace has a chic, square shaped byzantine chain design, which is timeless and will always be an eyecatching accessory. The gold plated surface is of long-lasting quality, which will quickly make this jewellery piece to your favourite on in your jewellery box.;Kette, 5mm Königskette Vierkant, AMD;diamantiert, Karabiner 9mm
237002-50;Byzantine Chain, Gold Plated;This necklace has a chic, square shaped byzantine chain design, which is timeless and will always be an eyecatching accessory. The gold plated surface is of long-lasting quality, which will quickly make this jewellery piece to your favourite on in your jewellery box.;Kette, 5mm Königskette Vierkant, AMD;diamantiert, Karabiner 9mm
237002-55;Necklace, Byzantine Chain, Gold Plated;This is a beautiful and sophisticated squared byzantine chain necklace, which is sophisticatedly gold plated and has therefore a long lasting quality expectancy.;Kette, 5mm Königskette Vierkant, AMD;diamantiert, Karabiner 10mm
237002-60;Necklace, Byzantine Chain, Gold Plated;This is a beautiful and sophisticated squared byzantine chain necklace, which is sophisticatedly gold plated and has therefore a long lasting quality expectancy.;Kette, 5mm Königskette Vierkant, AMD;diamantiert, Karabiner 10mm
237002-70;Necklace, Byzantine Chain, Gold Plated;This is a beautiful and sophisticated squared byzantine chain necklace, which is sophisticatedly gold plated and has therefore a long lasting quality expectancy.;Kette, 5mm Königskette Vierkant, AMD;diamantiert
237003-21;Bracelet, Byzantine Chain, Gold Plated;This bracelet has a chic byzantine chain design, which is timeless and will always be an eyecatching accessory. The gold plated surface is of long-lasting quality, which will quickly make this jewellery piece to your favourite on in your jewellery box.;Armband, 6mm Königskette Vierkant, AMD;diamantiert
237003-23;;;Armband, 6mm Königskette Vierkant, AMD;diamantiert, Karabiner 10mm
237003-50;Byzantine Chain, 6mm, Gold Plated;This necklace has a chic, square shaped byzantine chain design, which is timeless and will always be an eyecatching accessory. The gold plated surface is of long-lasting quality, which will quickly make this jewellery piece to your favourite on in your jewellery box.;Kette, 6mm Königskette Vierkant, AMD;diamantiert, Karabiner 10mm
237003-55;Byzantine Chain, 6mm, Gold Plated;This necklace has a chic, square shaped byzantine chain design, which is timeless and will always be an eyecatching accessory. The gold plated surface is of long-lasting quality, which will quickly make this jewellery piece to your favourite on in your jewellery box.;Kette, 6mm Königskette Vierkant, AMD;diamantiert, Karabiner 10mm
237003-60;Byzantine Chain, 6mm, Gold Plated;This necklace has a chic, square shaped byzantine chain design, which is timeless and will always be an eyecatching accessory. The gold plated surface is of long-lasting quality, which will quickly make this jewellery piece to your favourite on in your jewellery box.;Kette, 6mm Königskette Vierkant, AMD;diamantiert, Karabiner 10mm
237004-23;;;Armband, 7mm Königskette Vierkant, AMD;diamantiert, Karabiner 11,7mm
237004-55;Byzantine Chain, 7mm, Gold Plated;This necklace has a chic, square shaped byzantine chain design, which is timeless and will always be an eyecatching accessory. The gold plated surface is of long-lasting quality, which will quickly make this jewellery piece to your favourite on in your jewellery box.;Kette, 7mm Königskette Vierkant, AMD;diamantiert, Karabiner 12mm
237004-60;;;Kette, 7mm Königskette Vierkant, AMD;diamantiert, Karabiner 12mm
237005-19;bracelet, byzantine chain, gold plated;This is a beautiful and sophisticated round byzantine chain bracelet (5 mm) which is gold plated.;Armband, 5mm Königskette rund, AMD;sehr weich und anschmiegsam
237005-21;Bracelet, Byzantine Chain, Gold Plated;This is a beautiful and sophisticated round byzantine chain bracelet (5 mm) which is gold plated.;Armband, 5mm Königskette rund, AMD;sehr weich und anschmiegsam
237005-45;byzantine chain, gold plated;This is a beautiful and sophisticated round byzantine chain necklace (5 mm) which is gold plated. It would match nicely with one of our wonderful pendants.;Kette, 5mm Königskette rund, AMD;sehr weich und anschmiegsam
237005-50;Necklace, Byzantine Chain, Gold Plated;This is a beautiful and sophisticated round byzantine chain necklace, which is sophisticatedly gold plated and has therefore a long lasting quality expectancy.;Kette, 5mm Königskette rund, AMD;sehr weich und anschmiegsam
238000-42;Chain Necklace, Tonda, Round, 1.2mm, Gold Plated;This necklace has the design of a round tonda chain with a thin width of 1.2mm. The necklace is gold plated and therefore protected from tarnishing.;Kette, Tonda rund, gold-plattiert;-
238000-45;Chain Necklace, Tonda, Round, 1.2mm, Gold Plated;This necklace has the design of a round tonda chain with a thin width of 1.2mm. The necklace is gold plated and therefore protected from tarnishing.;Kette, Tonda rund, gold-plattiert;-
244350-19;Bracelet, Singapore Chain, Gold Plated;A chic bracelet with the design of a singapore chain. Great finish and high quality! Gold Plated.;Armband, Singapur diamantiert, AMD;-
244350-27;ANKLE CHAIN, SINGAPORE, GOLD PLATED, 27CM,  NEW;;Fußkette, Singapur gold-plattiert, 925;Kette Silber 925, 3 Ösen bei 23, 25 und 27cm, 4mm Endkugel, gold-plattiert 10/000
244350-38;Necklace, Singapore Chain, Gold Plated;A chic necklace with the design of a singapore chain. Great finish and high quality! This necklace is a perfect gift for your girlfriend or wife! Gold Plated.;Kette, Singapur diamantiert, AMD;-
244350-40;Necklace, Singapore Chain, Gold Plated;A chic necklace with the design of a singapore chain. Great finish and high quality! This necklace is a perfect gift for your girlfriend or wife! Gold Plated.;Kette, Singapur diamantiert, AMD;-
244350-42;Necklace, Singapore Chain, Gold Plated;A chic necklace with the design of a singapore chain. Great finish and high quality! This necklace is a perfect gift for your girlfriend or wife! Gold Plated.;Kette, Singapur diamantiert, AMD;-
244350-45;Necklace, Singapore Chain, Gold Plated;A chic necklace with the design of a singapore chain. Great finish and high quality! This necklace is a perfect gift for your girlfriend or wife! Gold Plated.;Kette, Singapur diamantiert, AMD;-
244350-50;Necklace, Singapore Chain, Gold Plated;A chic necklace with the design of a singapore chain. Great finish and high quality! This necklace is a perfect gift for your girlfriend or wife! Gold Plated.;Kette, Singapur diamantiert, AMD;-
244350-55;Necklace, Singapore Chain, Gold Plated;A chic necklace with the design of a singapore chain. Great finish and high quality! This necklace is a perfect gift for your girlfriend or wife! Gold Plated.;Kette, Singapur diamantiert, AMD;-
244350-60;Necklace, Singapore Chain, Gold Plated;A chic necklace with the design of a singapore chain. Great finish and high quality! This necklace is a perfect gift for your girlfriend or wife! Gold Plated.;Kette, Singapur diamantiert, AMD;-
244350-90;Belly Chain, Singapore Chain, Gold Plated;This belly chain is a beautiful singapore chain with a gold plated surface. The jewellery piece is a classic accessory that should not be missing in your jewellery collection. Gold Plated.;Bauchkette, Singapur, gold-plattiert;Bikinikette gold-plated (vergoldet), am Ende der Kette 3 Ösen im Abstand von 6cm  mit Endkugel 4mm, diamantiert
30001-56;Ring, Pearl and Zirconia, Gold Plated;A high quality ring with cubic zirconia and a white pearl. The ring looks chic and classic. A perfect gift for a special person. Gold Plated, 3 Micron.;Ring, Perle, vergoldet, 3 Micron;Ein wunderschöner, vergoldeter Fingerring in hochwertiger Double-Qualität, in der Mitte verziert mit einer synthetischen Perle 7,5mm und vielen Zirkonias auf den beiden geschwungenen Bögen.
30001-58;;;Ring, Perle, vergoldet, 3 Micron;Ein wunderschöner, vergoldeter Fingerring in hochwertiger Double-Qualität, in der Mitte verziert mit einer synthetischen Perle 7,5mm und vielen Zirkonias auf den beiden geschwungenen Bögen.
30001-60;;;Ring, Perle, vergoldet 3 Micron;Ein wunderschöner, vergoldeter Fingerring in hochwertiger Double-Qualität, in der Mitte verziert mit einer synthetischen Perle 7,5mm und vielen Zirkonias auf den beiden geschwungenen Bögen.
30001-62;Ring, Pearl and Zirconia, Gold Plated;A high quality ring with cubic zirconia and a white pearl. The ring looks chic and classic. A perfect gift for a special person. Gold Plated, 3 Micron.;Ring, Perle, vergoldet 3 Micron;Ein wunderschöner, vergoldeter Fingerring in hochwertiger Double-Qualität, in der Mitte verziert mit einer synthetischen Perle 7,5mm und vielen Zirkonias auf den beiden geschwungenen Bögen.
30001-64;Ring, Pearl and Zirconia, Gold Plated;A high quality ring with cubic zirconia and a white pearl. The ring looks chic and classic. A perfect gift for a special person. Gold Plated, 3 Micron.;Ring, Perle, vergoldet 3 Micron;Ein wunderschöner, vergoldeter Fingerring in hochwertiger Double-Qualität, in der Mitte verziert mit einer synthetischen Perle 7,5mm und vielen Zirkonias auf den beiden geschwungenen Bögen.
30001-66;Ring, Pearl and Zirconia, Gold Plated;A high quality ring with cubic zirconia and a white pearl. The ring looks chic and classic. A perfect gift for a special person. Gold Plated, 3 Micron.;Ring, Perle, vergoldet 3 Micron;Ein wunderschöner, vergoldeter Fingerring in hochwertiger Double-Qualität, in der Mitte verziert mit einer synthetischen Perle 7,5mm und vielen Zirkonias auf den beiden geschwungenen Bögen.
30002-56;Ring with Zirconia, Gold Plated, 3 Micron;This wonderful, gold plated ring has a chic design and sparkles of cubic zirconia! It has a great quality and looks very elegant. The ring is a great christmas present, which will definitely put a smile on someone's face!;Ring, Zirkonia, vergoldet 3 Micron;Ein wunderschöner, vergoldeter Fingerring in hochwertiger Double-Qualität, verziert mit vielen Zirkonias auf beiden geschwungenen Bögen.
30002-58;Ring with Zirconia, Gold Plated, 3 Micron;This wonderful, gold plated ring has a chic design and sparkles of cubic zirconia! It has a great quality and looks very elegant. The ring is a great christmas present, which will definitely put a smile on someone's face!;Ring, Zirkonia, vergoldet 3 Micron;Ein wunderschöner, vergoldeter Fingerring in hochwertiger Double-Qualität, verziert mit vielen Zirkonias auf beiden geschwungenen Bögen.
30002-60;Ring with Zirconia, Gold Plated, 3 Micron;This wonderful, gold plated ring has a chic design and sparkles of cubic zirconia! It has a great quality and looks very elegant. The ring is a great christmas present, which will definitely put a smile on someone's face!;Ring, Zirkonia, vergoldet 3 Micron;Ein wunderschöner, vergoldeter Fingerring in hochwertiger Double-Qualität, verziert mit vielen Zirkonias auf beiden geschwungenen Bögen.
30002-62;Ring with Zirconia, Gold Plated, 3 Micron;This wonderful, gold plated ring has a chic design and sparkles of cubic zirconia! It has a great quality and looks very elegant. The ring is a great christmas present, which will definitely put a smile on someone's face!;Ring, Zirkonia, vergoldet 3 Micron;Ein wunderschöner, vergoldeter Fingerring in hochwertiger Double-Qualität, verziert mit vielen Zirkonias auf beiden geschwungenen Bögen.
30002-64;Ring with Zirconia, Gold Plated, 3 Micron;This wonderful, gold plated ring has a chic design and sparkles of cubic zirconia! It has a great quality and looks very elegant. The ring is a great christmas present, which will definitely put a smile on someone's face!;Ring, Zirkonia, vergoldet 3 Micron;Ein wunderschöner, vergoldeter Fingerring in hochwertiger Double-Qualität, verziert mit vielen Zirkonias auf beiden geschwungenen Bögen.
30002-66;Ring with Zirconia, Gold Plated, 3 Micron;This wonderful, gold plated ring has a chic design and sparkles of cubic zirconia! It has a great quality and looks very elegant. The ring is a great christmas present, which will definitely put a smile on someone's face!;Ring, Zirkonia, vergoldet 3 Micron;Ein wunderschöner, vergoldeter Fingerring in hochwertiger Double-Qualität, verziert mit vielen Zirkonias auf beiden geschwungenen Bögen.
30003-58;Ring, Zirconia Crystals, Gold Plated, 3 Micron;A beautiful ring with zirconia crystals. The surface is gold plated with a 3 Micron plating. A wonderful accessory for daily life or elegant events.;Ring, Zirkonia, vergoldet 3 Micron;angedeutete Kettenglieder, jedes zweite Glied mit Zirkonias verziert
30003-60;;;Ring, Zirkonia, vergoldet 3 Micron;angedeutete Kettenglieder, jedes zweite Glied mit Zirkonias verziert
30003-62;;;Ring, Zirkonia, vergoldet 3 Micron;angedeutete Kettenglieder, jedes zweite Glied mit Zirkonias verziert
30003-64;;;Ring, Zirkonia, vergoldet 3 Micron;angedeutete Kettenglieder, jedes zweite Glied mit Zirkonias verziert
30003-66;;;Ring, Zirkonia, vergoldet 3 Micron;angedeutete Kettenglieder, jedes zweite Glied mit Zirkonias verziert
30004-56;Ring, Large Zirconia, Red, Gold Plated, 3 Micron;A chic ring of sophistication with a large, red Cubic Zirconia. The ring is gold plated and looks very rich in colour and quality. A wonderful gift to a girlfriend, wife or fiancee.;Ring, Zirkonia, vergoldet 3 Micron;großer Zirkonia rot 10mm
